gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalServices,Recency_score,Frequency_score,Monetary_score,treatment,contract_score,tenure_norm,charge_norm,persuadability,churn_observed,persuadability_bin,churn_risk,uplift_score
Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.95,2107.15,0,3,3,3,3,1,1.0,0.6666666666666667,0.7237894736842105,0.844757894736842,0,High,37.00376,0.21696624
Male,1,No,No,57,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,53.5,3035.8,0,2,1,2,2,1,0.3,0.2083333333333333,0.4505263157894736,0.3026052631578947,0,Low,17.904007,0.037550718
Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.45,1866.45,0,0,1,0,1,0,0.0,0.0,0.2143157894736842,0.0428631578947368,0,Low,24.936356,-0.17259629
Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1430.95,0,0,1,0,1,0,0.0,0.0694444444444444,0.1726315789473684,0.055359649122807,0,Low,11.146118,0.112879865
Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.85,1071.6,0,0,1,0,1,1,0.3,0.2777777777777778,0.175578947368421,0.2684491228070175,0,Low,17.678143,0.043885127
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,6457.15,0,6,1,6,3,1,0.0,0.0138888888888888,0.7570526315789474,0.1555771929824561,1,Low,8.810658,-0.12373898
Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.0,684.05,0,0,2,0,1,1,0.3,0.6388888888888888,0.2189473684210526,0.3854561403508772,0,Medium,16.608559,0.10906316
Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,113.2,3914.05,0,6,2,6,4,1,0.0,0.5138888888888888,0.9532631578947368,0.344819298245614,0,Low,23.088114,0.42272085
Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),69.05,3842.6,0,0,1,0,3,0,0.0,0.2361111111111111,0.5814736842105263,0.1871280701754386,0,Low,13.264489,0.023699947
Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,670.35,0,0,2,0,1,1,0.0,0.5416666666666667,0.1692631578947368,0.1963526315789474,0,Low,7.507918,0.037706755
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.65,7880.25,0,5,1,5,4,1,0.0,0.0,0.9233684210526316,0.1846736842105263,1,Low,24.533442,0.098097086
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.2,19.2,0,0,5,0,1,1,1.0,0.9861111111111112,0.1616842105263158,0.8281701754385965,0,High,28.4269,0.3685248
Male,0,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.9,298.45,1,1,4,1,2,0,1.0,0.8611111111111112,0.2854736842105263,0.8154280701754386,0,Medium,22.331562,0.17145856
Female,1,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,90.0,3371.75,0,3,2,3,3,1,1.0,0.4861111111111111,0.7578947368421053,0.7974122807017544,0,Medium,20.247272,0.11051608
Male,0,No,No,12,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,34.0,442.45,0,2,4,2,2,1,1.0,0.8333333333333334,0.2863157894736842,0.8072631578947368,0,Medium,15.671624,0.1788764
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,20.4,0,0,5,0,1,0,0.3,0.9861111111111112,0.1717894736842105,0.4801912280701754,1,Medium,19.803196,0.28932858
Male,0,Yes,No,62,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),38.6,2345.55,0,3,1,3,2,0,0.0,0.1388888888888888,0.3250526315789473,0.1066771929824561,0,Low,12.001951,-0.1257262
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.25,25.25,0,0,5,0,1,1,1.0,0.9861111111111112,0.2126315789473684,0.8383596491228071,0,High,35.05474,0.32786328
Female,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,60.6,1156.35,0,2,3,2,3,0,1.0,0.75,0.5103157894736842,0.8270631578947368,0,Medium,21.338469,0.15261406
Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.95,6143.15,1,2,1,2,3,0,1.0,0.0416666666666666,0.7574736842105263,0.6639947368421052,0,Medium,21.154823,0.17693086
Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,144.8,0,1,5,1,3,0,1.0,0.9722222222222222,0.6294736842105263,0.917561403508772,0,High,38.553978,0.09966853
Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,414.95,0,0,3,0,1,1,1.0,0.7361111111111112,0.1734736842105263,0.7555280701754385,0,Medium,9.156331,0.13658983
Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.45,1059.55,1,1,4,1,3,1,1.0,0.8333333333333334,0.7111578947368421,0.8922315789473685,0,High,40.528236,0.29865068
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,181.8,0,0,4,0,1,1,1.0,0.875,0.1717894736842105,0.7968578947368421,0,Medium,9.726652,0.07675652
Male,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,81.7,2212.55,0,5,2,5,3,0,0.3,0.625,0.6880000000000001,0.4751000000000001,0,Medium,12.230483,0.16196257
Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.5,2180.55,1,1,2,1,3,1,1.0,0.625,0.6694736842105263,0.8213947368421053,1,Medium,37.14596,0.22208276
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.15,89.15,1,2,5,2,3,1,1.0,0.9861111111111112,0.7507368421052633,0.945980701754386,1,High,43.7002,0.24832377
Female,1,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,459.95,0,0,3,0,1,1,1.0,0.6666666666666667,0.1709473684210526,0.7341894736842105,0,Medium,11.435855,0.2573394
Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,1,0,3,0,3,1,1.0,0.8055555555555556,0.6311578947368421,0.8678982456140352,0,High,33.061817,0.18629557
Female,1,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,2276.95,1,1,2,1,3,0,1.0,0.5555555555555556,0.6265263157894737,0.7919719298245613,0,Medium,30.299183,0.09269546
Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,211.95,0,0,4,0,1,1,0.3,0.8472222222222222,0.1684210526315789,0.4378508771929824,0,Medium,9.821886,0.108529896
Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.0,25.0,0,0,5,0,1,0,1.0,0.9861111111111112,0.2105263157894736,0.8379385964912281,1,High,27.180641,0.31238246
Male,1,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,80.45,3162.65,0,1,2,1,3,1,1.0,0.4722222222222222,0.6774736842105263,0.7771614035087719,0,Medium,25.232178,0.23805204
Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,210.65,0,0,4,0,1,0,0.0,0.875,0.1663157894736842,0.2957631578947368,0,Low,10.4265995,0.04362432
Male,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),65.65,3566.7,0,3,1,3,3,0,0.0,0.25,0.5528421052631579,0.1855684210526316,0,Low,12.0585575,-0.008301407
Female,0,No,No,29,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),71.0,2080.1,0,2,2,2,3,0,0.3,0.5972222222222222,0.5978947368421053,0.4487456140350877,0,Medium,19.526525,0.13256714
Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,4040.2,0,2,2,2,3,1,1.0,0.3888888888888888,0.7511578947368421,0.7668982456140352,0,Medium,32.955162,0.27655268
Male,0,Yes,Yes,59,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,86.75,5186.0,0,6,1,6,3,0,0.0,0.1805555555555555,0.7305263157894737,0.2002719298245614,0,Low,8.859779,0.018447094
Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,196.15,1,1,5,1,2,1,1.0,0.9583333333333334,0.4656842105263157,0.8806368421052632,1,High,32.12178,0.06355074
Female,0,Yes,Yes,18,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,61.5,1087.45,0,3,3,3,3,0,0.3,0.75,0.5178947368421053,0.478578947368421,0,Medium,16.490139,0.17466724
Male,1,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1672.15,0,0,1,0,1,0,0.0,0.0694444444444444,0.2113684210526316,0.0631070175438596,0,Low,15.485859,0.16597703
Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1206.05,1,2,3,2,2,1,1.0,0.6944444444444444,0.4644210526315789,0.801217543859649,0,Medium,22.31571,0.09189449
Male,0,No,Yes,33,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),34.05,1113.95,0,2,2,2,2,0,0.3,0.5416666666666667,0.2867368421052631,0.3698473684210526,0,Low,18.07824,0.09873451
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,107.05,0,0,5,0,1,0,1.0,0.9305555555555556,0.1679999999999999,0.8127666666666666,0,Medium,15.2861595,0.037996516
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,38.15,0,0,5,0,1,1,1.0,0.9722222222222222,0.1679999999999999,0.8252666666666666,0,Medium,12.540165,0.04839856
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.7,6339.3,0,6,1,6,3,0,0.0,0.0,0.7553684210526316,0.1510736842105263,0,Low,8.964315,-0.036652453
Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,184.1,0,0,4,0,1,0,1.0,0.875,0.1717894736842105,0.7968578947368421,0,Medium,9.602791,0.09558095
Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.3,1688.9,0,0,1,0,1,0,0.0,0.0694444444444444,0.2214736842105263,0.0651280701754385,0,Low,14.438703,0.13428067
Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.95,1378.25,1,1,3,1,3,1,1.0,0.7777777777777778,0.7153684210526317,0.8764070175438597,0,High,34.53323,0.23345102
Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.7,137.6,0,0,4,0,1,1,1.0,0.8888888888888888,0.1743157894736842,0.8015298245614034,0,Medium,10.791113,0.20269814
Male,0,No,No,5,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,43.25,219.0,1,4,5,4,2,1,1.0,0.9305555555555556,0.3642105263157895,0.8520087719298246,0,High,20.36877,0.12596257
Male,0,Yes,Yes,23,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),48.35,1067.15,1,0,3,0,2,1,0.3,0.6805555555555556,0.4071578947368421,0.435598245614035,1,Medium,19.833384,0.058828548
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.55,79.55,1,1,5,1,3,0,1.0,0.9861111111111112,0.6698947368421052,0.9298122807017544,1,High,55.3408,0.36082867
Female,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,3444.85,1,0,1,0,3,0,1.0,0.3055555555555556,0.5983157894736841,0.7113298245614035,0,Medium,16.023804,0.11581913
Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,369.05,0,0,3,0,1,1,0.0,0.7638888888888888,0.1637894736842105,0.2619245614035087,0,Low,11.656191,0.0058742836
Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.8,7553.6,0,5,1,5,4,0,0.0,0.0555555555555555,0.9330526315789474,0.2032771929824561,0,Low,25.499832,0.2724267
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,84.5,1,1,5,1,3,0,1.0,0.9861111111111112,0.7115789473684211,0.9381491228070176,1,High,51.08897,0.43936852
Female,1,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,1813.1,0,0,2,0,3,0,1.0,0.6527777777777778,0.583578947368421,0.8125491228070175,0,Medium,25.332382,0.066194355
Male,0,No,No,67,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),49.35,3321.35,0,4,1,4,2,0,0.3,0.0694444444444444,0.415578947368421,0.2539491228070175,1,Low,23.106668,0.14522195
Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.35,707.5,0,0,2,0,1,1,0.3,0.5555555555555556,0.1713684210526316,0.350940350877193,0,Low,9.061202,0.107220486
Female,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,105.6,7112.15,0,4,1,4,4,0,0.3,0.0694444444444444,0.8892631578947368,0.3486859649122806,0,Low,18.16624,0.23087198
Male,1,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.45,4641.1,0,6,1,6,3,1,0.0,0.0,0.5427368421052632,0.1085473684210526,0,Low,12.160627,-0.03380598
Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.6,7690.9,1,5,1,5,4,0,0.0,0.0138888888888888,0.9145263157894736,0.1870719298245614,1,Low,27.786667,0.2761574
Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,0,1,5,1,2,1,1.0,0.9861111111111112,0.4202105263157895,0.8798754385964913,0,High,43.65728,0.11514461
Male,0,No,No,46,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.3,1380.1,1,1,2,1,2,0,1.0,0.3611111111111111,0.2551578947368421,0.6593649122807018,1,Medium,17.847265,0.1217142
Female,1,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.4,78.65,1,1,5,1,2,0,1.0,0.9722222222222222,0.256,0.8428666666666667,1,High,60.33178,0.13729018
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,1,0,5,0,2,1,1.0,0.9861111111111112,0.3823157894736842,0.8722964912280702,1,High,41.675003,0.2570537
Female,0,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,65.65,3094.65,0,3,2,3,3,1,0.3,0.3333333333333333,0.5528421052631579,0.3605684210526316,0,Low,18.934595,0.020239413
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.3,6518.35,0,4,1,4,4,0,0.3,0.1527777777777778,0.8698947368421053,0.3698122807017544,0,Low,24.479198,0.24530402
Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,1,2,2,2,3,0,1.0,0.5555555555555556,0.7086315789473685,0.8083929824561403,1,Medium,29.99763,0.23678198
Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.45,82.7,0,0,5,0,2,0,1.0,0.9722222222222222,0.3743157894736842,0.8665298245614035,0,High,29.672983,-0.23397963
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,58.85,1,0,5,0,1,0,1.0,0.9583333333333334,0.1663157894736842,0.8207631578947369,1,Medium,26.39235,0.09556635
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,1,2,5,2,3,0,1.0,0.9305555555555556,0.7191578947368421,0.9229982456140352,0,High,42.855186,0.10306248
Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),89.9,6342.7,0,6,1,6,3,0,0.0,0.0138888888888888,0.7570526315789474,0.1555771929824561,0,Low,9.651049,0.037539296
Male,0,Yes,No,37,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.05,2030.75,0,1,2,1,2,0,1.0,0.4861111111111111,0.463578947368421,0.7385491228070176,0,Medium,22.006762,0.26233685
Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.1,6700.05,0,4,1,4,4,0,0.0,0.0972222222222222,0.8766315789473684,0.2044929824561403,0,Low,22.807878,-0.04924901
Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.6,7244.7,0,4,1,4,4,1,0.3,0.0694444444444444,0.8976842105263158,0.3503701754385965,0,Low,26.793062,0.30265117
Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.2,3678.3,1,0,1,0,3,1,1.0,0.3194444444444444,0.6332631578947369,0.7224859649122807,1,Medium,15.336062,0.031666473
Male,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.5,3486.65,0,3,1,3,3,1,0.0,0.3055555555555556,0.5936842105263158,0.2104035087719298,0,Low,8.667581,0.013419695
Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.6,411.15,0,0,2,0,1,0,0.3,0.6527777777777778,0.1650526315789473,0.3788438596491228,1,Medium,16.678179,0.13842598
Female,0,No,Yes,17,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,55.85,937.5,1,1,3,1,2,0,0.3,0.7638888888888888,0.4703157894736842,0.4732298245614035,1,Medium,17.593414,0.16536714
Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.05,1559.15,0,0,1,0,1,1,0.0,0.1111111111111111,0.2025263157894737,0.073838596491228,1,Low,19.950823,0.09171495
Male,0,Yes,No,25,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),38.1,970.4,0,2,2,2,2,0,0.3,0.6527777777777778,0.3208421052631579,0.4100017543859649,0,Medium,22.075714,0.10793276
Male,1,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,2483.5,1,4,3,4,4,0,1.0,0.6805555555555556,0.896,0.8833666666666666,1,High,42.587334,0.15227914
Male,1,Yes,No,24,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,34.25,828.2,0,2,3,2,2,1,1.0,0.6666666666666667,0.2884210526315789,0.7576842105263157,0,Medium,21.769297,0.15587074
Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3810.55,0,3,2,3,4,1,1.0,0.4861111111111111,0.8425263157894737,0.8143385964912281,0,Medium,39.74405,0.17228346
Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.65,1493.2,0,0,3,0,3,1,1.0,0.7083333333333333,0.5781052631578948,0.8281210526315789,0,High,31.676132,0.0036337376
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,0,0,5,0,2,0,1.0,0.9861111111111112,0.3856842105263157,0.8729701754385966,0,High,41.69229,0.29986736
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.75,777.3,0,0,4,0,3,0,1.0,0.8611111111111112,0.6378947368421053,0.8859122807017543,0,High,25.818157,0.17826574
Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,1,2,5,2,3,1,1.0,0.9166666666666666,0.7107368421052632,0.9171473684210526,1,High,44.87167,0.14144611
Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.4,4911.05,0,3,1,3,4,0,0.3,0.2916666666666666,0.8117894736842106,0.3998578947368421,0,Medium,25.499838,0.05914955
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,187.35,0,0,4,0,1,1,1.0,0.8611111111111112,0.1730526315789473,0.7929438596491227,0,Medium,9.50072,0.20443912
Female,0,No,No,6,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.95,307.6,0,4,5,4,2,1,1.0,0.9166666666666666,0.4290526315789474,0.8608105263157894,0,High,22.540516,0.23587011
Male,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5,4318.35,0,6,2,6,4,1,0.0,0.3472222222222222,0.7621052631578947,0.2565877192982456,0,Low,6.5575523,-0.052075047
Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.4,4820.55,0,5,1,5,3,0,0.3,0.1527777777777778,0.6686315789473685,0.329559649122807,0,Low,19.925625,0.093541294
Female,0,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.75,3038.55,0,5,1,5,2,0,0.0,0.2777777777777778,0.4947368421052631,0.1822807017543859,0,Low,13.792354,-0.0075395703
Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,0,2,2,2,2,1,1.0,0.5138888888888888,0.5006315789473684,0.7542929824561404,0,Medium,20.145895,0.13306618
Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,0,4,1,4,4,1,0.3,0.0138888888888888,0.8901052631578947,0.3321877192982456,0,Low,15.893089,0.023212343
Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.25,389.1,1,2,5,2,2,1,1.0,0.9166666666666666,0.4736842105263157,0.869736842105263,0,High,23.21998,0.12614496
Male,0,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),53.3,2296.25,0,2,2,2,2,0,0.0,0.375,0.4488421052631579,0.2022684210526315,0,Low,10.54084,0.0047947764
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,187.45,1,1,5,1,3,0,1.0,0.9722222222222222,0.720421052631579,0.9357508771929824,1,High,55.334324,0.27673066
Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,1,3,5,3,3,1,1.0,0.9444444444444444,0.5781052631578948,0.8989543859649123,0,High,24.788403,0.11370869
Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,0,0,5,0,1,1,1.0,0.9722222222222222,0.2046315789473684,0.8325929824561403,0,High,22.467342,0.24639378
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,299.2,1,1,5,1,3,1,1.0,0.9444444444444444,0.655578947368421,0.9144491228070176,1,High,45.890293,0.18246499
Male,0,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),59.9,3043.6,0,2,1,2,2,0,0.3,0.2916666666666666,0.5044210526315789,0.3383842105263158,0,Low,16.80558,0.07304327
Male,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.95,1506.4,0,0,1,0,1,1,0.3,0.1666666666666666,0.2016842105263157,0.2403368421052631,0,Low,16.748875,0.09830047
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,163.7,0,0,4,0,1,1,0.3,0.875,0.1696842105263157,0.4464368421052631,0,Medium,11.374513,0.15408744
Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,1,4,5,4,4,1,1.0,0.9583333333333334,0.887157894736842,0.9649315789473684,0,High,28.445084,0.19834137
